quote,author,tags
"noamountofregrettingcanchangethepast,andnoamountofworryingcanchangethefuture.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-and-living', 'life-quotes', 'living-in-the-present', 'living-life', 'worry', 'worrying']"
"theroadgoeseveronandondownfromthedoorwhereitbegan.nowfaraheadtheroadhasgone,andimustfollow,ifican,pursuingitwitheagerfeet,untilitjoinssomelargerwaywheremanypathsanderrandsmeet.andwhitherthenicannotsay","J.R.R. Tolkien,",['road']
"theindividualhasalwayshadtostruggletokeepfrombeingoverwhelmedbythetribe.ifyoutryit,youwillbelonelyoften,andsometimesfrightened.butnopriceistoohightopayfortheprivilegeofowningyourself.",Friedrich Nietzsche,['individuality']
"realityisthatwhich,whenyoustopbelievinginit,doesntgoaway.","Philip K. Dick,","['belief', 'real-life', 'reality']"
"whenamanisdeniedtherighttolivethelifehebelievesin,hehasnochoicebuttobecomeanoutlaw.",Nelson Mandela,"['crime', 'freedom', 'oppression']"
wehavetocontinuallybejumpingoffcliffsanddevelopingourwingsonthewaydown.,"Kurt Vonnegut,","['creativity', 'invention', 'quip', 'wings', 'writing']"
"confrontthedarkpartsofyourself,andworktobanishthemwithilluminationandforgiveness.yourwillingnesstowrestlewithyourdemonswillcauseyourangelstosing.",August Wilson,"['character', 'courage', 'self-assessment', 'self-esteem', 'strength']"
anyfoolcanbehappy.ittakesamanwithrealhearttomakebeautyoutofthestuffthatmakesusweep.,"Clive Barker,","['art', 'inspirational', 'love', 'redemption', 'sadness']"
alwaysdosoberwhatyousaidyouddodrunk.thatwillteachyoutokeepyourmouthshut.,Ernest Hemingway,['drinking']
doyourthinganddontcareiftheylikeit.,"Tina Fey,","['bossypants', 'humor', 'self-love', 'tina-fey']"
"actsofkindnessarandomactofkindness,nomatterhowsmall,canmakeatremendousimpactonsomeoneelseslife.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kind', 'kindness', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
"sobesurewhenyoustep,stepwithcareandgreattact.andrememberthatlifesagreatbalancingact.andwillyousucceedyesyouwill,indeed98andpercentguaranteedkid,youllmovemountains.","Dr. Seuss,","['humor', 'inspirational', 'success']"
"ifishouldeverdie,godforbid,letthisbemyepitaphtheonlyproofheneededfortheexistenceofgodwasmusic",kurt vonnegut,"['blues', 'god', 'life', 'music']"
whyarewomen...somuchmoreinterestingtomenthanmenaretowomen,Virginia Woolf,"['men', 'rescuing', 'women']"
"idothingslikegetinataxiandsay,thelibrary,andsteponit.","David Foster Wallace,","['books', 'infinite-jest']"
"iwasthinkingaboutthefirsttimeieversawyou,hesaid,andhowafterthaticouldntforgetyou.iwantedto,buticouldntstopmyself.iforcedhodgetoletmebetheonewhocametofindyouandbringyoubacktotheinstitue.andevenbackthen,inthatstupidcoffeeshop,whenisawyousittingonthatcouchwithsimon,eventhenthatfeltwrongtomeishouldhavebeentheonesittingwithyou.theonewhomadeyoulaughlikethat.icouldntgetridofthatfeeling.thatitshouldhavebeenme.andthemoreiknewyou,themoreifeltitithadneverbeenlikethatformebefore.idalwayswantedagirlandthengottentoknowherandnotwantedheranymore,butwithyouthefeelingjustgotstrongerandstrongeruntilthatnightwhenyoushowedupatrenwicksandiknew.","Cassandra Clare,","['mortal-instruments', 'teen-fantasy']"
"andsowiththesunshineandthegreatburstsofleavesgrowingonthetrees,justasthingsgrowinfastmovies,ihadthatfamiliarconvictionthatlifewasbeginningoveragainwiththesummer.","F. Scott Fitzgerald,","['renewal', 'summer']"
abookmustbetheaxeforthefrozenseawithinus.,Franz Kafka,['books']
solitudeisfinebutyouneedsomeonetotellthatsolitudeisfine.,Honor̩ de Balzac,"['loneliness', 'society', 'solitude']"
"ifyourelonelywhenyourealone,youreinbadcompany.",Jean-Paul Sartre,"['loneliness', 'solitude']"
"todayareader,tomorrowaleader.",Margaret Fuller,"['read', 'reader', 'reading']"
"onecannotthinkwell,lovewell,sleepwell,ifonehasnotdinedwell.","Virginia Woolf,","['food', 'love']"
"goodbye,saidthefox.andnowhereismysecret,averysimplesecretitisonlywiththeheartthatonecanseerightlywhatisessentialisinvisibletotheeye.",Antoine de Saint-Exup̩ry,['most-famous-novella']
"butamermaidhasnotears,andthereforeshesufferssomuchmore.","Hans Christian Andersen,","['suffering', 'tears']"
"isstandingbythewindowmutteringaboutbloodsomethinghedoesallthetimeaskedsimon.no,jacesaid.sometimeshesitsonthecouchanddoesit.","Cassandra Clare,","['jace', 'simon']"
itisagreatthingtostartlifewithasmallnumberofreallygoodbookswhichareyourveryown.,Arthur Conan Doyle,"['books', 'humor']"
"itsnottheface,buttheexpressionsonit.itsnotthevoice,butwhatyousay.itsnothowyoulookinthatbody,butthethingyoudowithit.youarebeautiful.","Stephenie Meyer,","['inspirational', 'love']"
"followyourheart,listentoyourinnervoice,stopcaringaboutwhatothersthink.","Roy T. Bennett,","['be-yourself', 'be-yourself-inspirational', 'be-yourself-quote', 'be-yourself-quotes', 'heart', 'inner-voice', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'wisdom', 'wise']"
top15thingsmoneycantbuytime.happiness.innerpeace.integrity.love.character.manners.health.respect.morals.trust.patience.class.commonsense.dignity.,"Roy T. Bennett,","['character', 'class', 'common-sense', 'dignity', 'happiness', 'health', 'inner-peace', 'inspiration', 'inspirational', 'inspirational-quotes', 'integrity', 'life', 'life-quotes', 'love', 'manners', 'money', 'morals', 'patience', 'respect', 'time', 'trust']"
fightingforpeaceislikescrewingforvirginity.,George Carlin,"['fighting', 'humor', 'misattributed-george-carlin', 'peace', 'sex']"
"itsnotbecauseiwanttomakeoutwithher.holdon.hegrabbedapencilandscrawledexcitedlyatthepaperasifhedjustmadeamathematicalbreakthroughandthenlookedbackupatme.ijustdidsomecalculations,andivebeenabletodeterminethatyourefullofshit","John Green,",['funny']
"lifeisaboutacceptingthechallengesalongtheway,choosingtokeepmovingforward,andsavoringthejourney.","Roy T. Bennett,","['challenge', 'enjoy-the-journey', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'keep-moving-forward', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'move-on', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
haveenoughcouragetotrustloveonemoretimeandalwaysonemoretime.,Maya Angelou,"['courage', 'love', 'trust']"
iwanttodowithyouwhatspringdoeswiththecherrytrees.,"Pablo Neruda,",['love']
youiskind.youissmart.youisimportant.,"Kathryn Stockett,",['inspirational']
"warmustbe,whilewedefendourlivesagainstadestroyerwhowoulddevourallbutidonotlovethebrightswordforitssharpness,northearrowforitsswiftness,northewarriorforhisglory.iloveonlythatwhichtheydefend.","J.R.R. Tolkien,","['lotr', 'war']"
"ifyouwanttoreallyhurtyouparents,andyoudonthavethenervetobegay,theleastyoucandoisgointothearts.imnotkidding.theartsarenotawaytomakealiving.theyareaveryhumanwayofmakinglifemorebearable.practicinganart,nomatterhowwellorbadly,isawaytomakeyoursoulgrow,forheavenssake.singintheshower.dancetotheradio.tellstories.writeapoemtoafriend,evenalousypoem.doitaswellasyoupossiblecan.youwillgetanenormousreward.youwillhavecreatedsomething.","Kurt Vonnegut,","['art', 'arts-and-humanities', 'creative-process', 'writing']"
"sometimesitseemssafertoholditallin,wheretheonlypersonwhocanjudgeisyourself.",Sarah Dessen,"['self-denial', 'self-disclosure']"
"ifyouareirritatedbyeveryrub,howwillyourmirrorbepolished",Rumi,['inspirational']
"everygenerationimaginesitselftobemoreintelligentthantheonethatwentbeforeit,andwiserthantheonethatcomesafterit.",George Orwell,['generations-intelligence-wisdom']
"howwrongisitforawomantoexpectthemantobuildtheworldshewants,ratherthantocreateitherself",Anais Nin,"['independence', 'women']"
"treesarepoemstheearthwritesuponthesky,wefellthemdownandturnthemintopaper,thatwemayrecordouremptiness.",Kahlil Gibran,"['poetry', 'wisdom']"
forlastyearswordsbelongtolastyearslanguageandnextyearswordsawaitanothervoice.,"T.S. Eliot,","['language', 'new-year', 'voice', 'words']"
"aftersilence,thatwhichcomesnearesttoexpressingtheinexpressibleismusic.","Aldous Huxley,",['music']
"understandingisthefirststeptoacceptance,andonlywithacceptancecanthereberecovery.","J.K. Rowling,","['acceptance', 'inspiration', 'inspirational', 'smart', 'understanding', 'wise']"
"isabelledriftedover,jaceapacebehindher.shewaswearingalongblackdresswithbootsandanevenlongercutawaycoatofsoftgreenvelvet,thecolorofmoss.icantbelieveyoudiditsheexclaimed.howdidyougetmagnustoletjaceleavetradedhimforalec,clarysaid.isabellelookedmildlyalarmed.notpermanentlyno,saidjace.justforafewhours.unlessidontcomeback,headdedthoughtfully.inwhichcase,maybehedoesgettokeepalec.thinkofitasaleasewithanoptiontobuy.isabellelookeddubious.momanddadwontbepleasediftheyfindout.thatyoufreedapossiblecriminalbytradingawayyourbrothertoawarlockwholookslikeagaysonicthehedgehoganddresseslikethechildcatcherfromchittychittybangbangsimoninquired.no,probablynot.","Cassandra Clare,","['alec-lightwood', 'clary-fray', 'humor', 'isabelle-lightwood', 'jace-wayland', 'simon-lewis']"
"atsomepoint,youjustpulloffthebandaid,andithurts,butthenitsoverandyourerelieved.","John Green,",['looking-for-alaska']
"andstill,afterallthistime,thesunneversaystotheearth,youoweme.lookwhathappenswithalovelikethat,itlightsthewholesky.",Hafiz,"['faith', 'inspiration']"
"dontbesatisfiedwithstories,howthingshavegonewithothers.unfoldyourownmyth.","Rumi,","['courage', 'creativity', 'empowerment', 'independence', 'inspirational-stories', 'self-confidence', 'self-realization']"
"isntitoddhowmuchfatterabookgetswhenyouvereaditseveraltimesmohadsaid...asifsomethingwereleftbetweenthepageseverytimeyoureadit.feelings,thoughts,sounds,smells...andthen,whenyoulookatthebookagainmanyyearslater,youfindyourselfthere,too,aslightlyyoungerself,slightlydifferent,asifthebookhadpreservedyoulikeapressedflower...bothstrangeandfamiliar.","Cornelia Funke,","['books', 'feelings', 'reading', 'thoughts']"
"despitemyghoulishreputation,ireallyhavetheheartofasmallboy.ikeepitinajaronmydesk.",Robert Bloch,['dark-humor']
youdontrememberwhathappened.whatyourememberbecomeswhathappened.,"John Green,","['an-abundance-of-katherines', 'joh-green', 'nerdfighters']"
"yourenottobesoblindwithpatriotismthatyoucantfacereality.wrongiswrong,nomatterwhodoesitorsaysit.","Malcolm X,","['philosophy', 'politics']"
"weareallalone,bornalone,diealone,andinspiteoftrueromancemagazinesweshallallsomedaylookbackonourlivesandseethat,inspiteofourcompany,wewerealonethewholeway.idonotsaylonelyatleast,notallthetimebutessentially,andfinally,alone.thisiswhatmakesyourselfrespectsoimportant,andidontseehowyoucanrespectyourselfifyoumustlookintheheartsandmindsofothersforyourhappiness.","Hunter S. Thompson,","['alone', 'birth', 'death', 'growing-up', 'growth', 'life', 'lonely', 'love', 'self-respect']"
"theysaywhenyouaremissingsomeonethattheyareprobablyfeelingthesame,butidontthinkitspossibleforyoutomissmeasmuchasimmissingyourightnow",Edna St. Vincent Millay,"['longing', 'love', 'missing', 'sadness']"
theworldwashersforthereading.,"Betty Smith,","['books', 'feminist', 'reading']"
"loveisnotaffectionatefeeling,butasteadywishforthelovedpersonsultimategoodasfarasitcanbeobtained.",C.S. Lewis,['love']
thefirstdraftofanythingisshit.,Ernest Hemingway,['writing']
"happinessistheconsequenceofpersonaleffort.youfightforit,striveforit,insistuponit,andsometimeseventravelaroundtheworldlookingforit.youhavetoparticipaterelentlesslyinthemanifestationsofyourownblessings.andonceyouhaveachievedastateofhappiness,youmustneverbecomelaxaboutmaintainingit.youmustmakeamightyefforttokeepswimmingupwardintothathappinessforever,tostayafloatontopofit.","Elizabeth Gilbert,",['happiness']
asifyouwereonfirefromwithin.themoonlivesintheliningofyourskin.,Pablo Neruda,"['beauty', 'inner-beauty', 'love', 'passion']"
themeasureofintelligenceistheabilitytochange.,Albert Einstein,"['adaptation', 'flexibility', 'intelligence', 'open-mindedness', 'wisdom']"
"whatmakesthedesertbeautiful,saidthelittleprince,isthatsomewhereithidesawell...","Antoine de Saint-Exup̩ry,",['inspirational']
"wheniwasaboyof14,myfatherwassoignoranticouldhardlystandtohavetheoldmanaround.butwhenigottobe21,iwasastonishedathowmuchtheoldmanhadlearnedinsevenyears.",Mark Twain,"['arrogance', 'humor', 'ignorance']"
perhapsitsimpossibletowearanidentitywithoutbecomingwhatyoupretendtobe.,"Orson Scott Card,","['identity', 'pretend']"
"ohwell...idjustbeenthinking,ifyouhaddied,youdhavebeenwelcometosharemytoilet.","J.K. Rowling,","['flirting', 'humor']"
"ithappenstoeveryoneastheygrowup.youfindoutwhoyouareandwhatyouwant,andthenyourealizethatpeopleyouveknownforeverdontseethingsthewayyoudo.soyoukeepthewonderfulmemories,butfindyourselfmovingon.",Nicholas Sparks,['moving-on']
"imquiteilliterate,butireadalot.","J.D. Salinger,",['holden']
"wewastetimelookingfortheperfectlover,insteadofcreatingtheperfectlove.",Tom Robbins,"['love', 'sex']"
timeisadrug.toomuchofitkillsyou.,"Terry Pratchett,","['humor', 'science']"
maybeeverbodyinthewholedamnworldisscaredofeachother.,"John Steinbeck,","['loneliness', 'people', 'scared', 'world']"
"isfatreallytheworstthingahumanbeingcanbeisfatworsethanvindictive,jealous,shallow,vain,boringorcruelnottome.",J.K. Rowling,['inspirational']
"ifabookaboutfailuresdoesntsell,isitasuccess",Jerry Seinfeld,"['books', 'funny']"
imaginesmilingafteraslapintheface.thenthinkofdoingittwentyfourhoursaday.,"Markus Zusak,","['pain', 'sadness', 'stoicism']"
"youwerebornwithwings,whyprefertocrawlthroughlife",Rumi,['inspirational']
whereveryougobecomesapartofyousomehow.,Anita Desai,['travel']
"thefunctionofprayerisnottoinfluencegod,butrathertochangethenatureoftheonewhoprays.",Soren Kierkegaard,"['faith', 'god', 'prayer']"
"whenyoudothingsfromyoursoul,youfeelarivermovinginyou,ajoy.",Rumi,['joy']
howdiditgetsolatesosoon,Dr. Seuss,"['afternoon', 'december', 'flewn', 'june', 'late', 'night', 'soon', 'time']"
"iamanexcitablepersonwhoonlyunderstandslifelyrically,musically,inwhomfeelingsaremuchstrongerasreason.iamsothirstyforthemarvelousthatonlythemarveloushaspoweroverme.anythingicannottransformintosomethingmarvelous,iletgo.realitydoesntimpressme.ionlybelieveinintoxication,inecstasy,andwhenordinarylifeshacklesme,iescape,onewayoranother.nomorewalls.",Anais Nin,"['anais-nin', 'art']"
icanresistanythingexcepttemptation.,"Oscar Wilde,",['temptation']
atticustoldmetodeletetheadjectivesandidhavethefacts.,"Harper Lee,",['writing-advice']
lifeshrinksorexpandsinproportiontoonescourage.,Anais Nin,"['courage', 'life']"
wecaneasilyforgiveachildwhoisafraidofthedarktherealtragedyoflifeiswhenmenareafraidofthelight.,Plato,"['darkness', 'dishonesty', 'fear', 'light', 'willful-ignorance']"
iwouldliketobetheairthatinhabitsyouforamomentonly.iwouldliketobethatunnoticedandthatnecessary.,Margaret Atwood,"['love', 'obsession', 'sleep']"
"maybeyoucanaffordtowait.maybeforyoutheresatomorrow.maybeforyoutheresonethousandtomorrows,orthreethousand,orten,somuchtimeyoucanbatheinit,rollaroundit,letitslidelikecoinsthroughyoufingers.somuchtimeyoucanwasteit.butforsomeofustheresonlytoday.andthetruthis,youneverreallyknow.","Lauren Oliver,",['inspirational-life']
"dontstopthere.isupposetherearealso,what,vampiresandwerewolvesandzombiesofcoursethereare.althoughyoumostlyfindzombiesfarthersouth,wherethevoudunpriestsare.whataboutmummiesdotheyonlyhangaroundegyptdontberidiculous.noonebelievesinmummies.","Cassandra Clare,","['clary-fray', 'jace-wayland', 'joke', 'mummies', 'sarcasm', 'vampire', 'werewolf', 'zombies']"
evendeathhasaheart.,"Markus Zusak,","['death', 'life']"
"oneought,everydayatleast,tohearalittlesong,readagoodpoem,seeafinepicture,and,ifitwerepossible,tospeakafewreasonablewords.","Johann Wolfgang von Goethe,","['art', 'good-life', 'music', 'poetry', 'self-improvement']"
youspeakaninfinitedealofnothing.,"William Shakespeare,","['insults', 'shakespeare']"
"itdoesntinterestmewhatyoudoforaliving.iwanttoknowwhatyouachefor,andifyoudaretodreamofmeetingyourheartslonging.itdoesntinterestmehowoldyouare.iwanttoknowifyouwillrisklookinglikeafoolforlove,foryourdream,fortheadventureofbeingalive.itdoesntinterestmewhatplanetsaresquaringyourmoon.iwanttoknowifyouhavetouchedthecenterofyourownsorrow,ifyouhavebeenopenedbylifesbetrayalsorhavebecomeshriveledandclosedfromfearoffurtherpainiwanttoknowifyoucansitwithpain,mineoryourown,withoutmovingtohideitorfadeit,orfixit.iwanttoknowifyoucanbewithjoy,mineoryourown,ifyoucandancewithwildnessandlettheecstasyfillyoutothetipsofyourfingersandtoeswithoutcautioningustobecareful,toberealistic,torememberthelimitationsofbeinghuman.itdoesntinterestmeifthestoryyouaretellingmeistrue.iwanttoknowifyoucandisappointanothertobetruetoyourselfifyoucanbeartheaccusationofbetrayalandnotbetrayyourownsoulifyoucanbefaithlessandthereforetrustworthy.iwanttoknowifyoucanseebeautyevenwhenitsnotpretty,everyday,andifyoucansourceyourownlifefromitspresence.iwanttoknowifyoucanlivewithfailure,yoursandmine,andstillstandontheedgeofthelakeandshouttothesilverofthefullmoon,yesitdoesntinterestmetoknowwhereyouliveorhowmuchmoneyyouhave.iwanttoknowifyoucangetup,afterthenightofgriefanddespair,wearyandbruisedtothebone,anddowhatneedstobedonetofeedthechildren.itdoesntinterestmewhoyouknoworhowyoucametobehere.iwanttoknowifyouwillstandinthecenterofthefirewithmeandnotshrinkback.itdoesntinterestmewhereorwhatorwithwhomyouhavestudied.iwanttoknowwhatsustainsyou,fromtheinside,whenallelsefallsaway.iwanttoknowifyoucanbealonewithyourselfandifyoutrulylikethecompanyyoukeepintheemptymoments.",Oriah Mountain Dreamer,['inspirational']
